Pontuação Governo
39.477206210820626
40.683456739059594
43.466413612470234
46.66116861657111
50.352013951643265
49.04668737313452
56.015122669657224
38.86725382707153
49.039371062151965
43.444434700462054
60.74676229541073
41.92928584467455
24.951736582773563
42.94981497159607
46.007033481326715
43.895915977135765
33.92840557483221
43.6831513384521
26.86075958684489
36.20858026700153
63.36591617527632
32.789157592761796
52.71412856756027
36.2340174474656
42.26395227794084
29.88686454350698
51.7144054733067
61.405267000153586
47.38794552786679
39.954179001154095
13.781940701812648
12.80795605266768
27.169384047590924
28.821663864960403
33.48908232064756
42.54932612299935
31.215814692711877
33.897425802525895
23.654668967996667
31.400982293855453
45.216994984912105
17.027316721007377
35.34211571906001
52.60657281122457
23.133743194557567
18.695264636660227
27.739203563968434
57.46729652089243
35.37790192777716
26.87583851730452
