Pontuação Economia
48.73285075526848
36.190004428633415
49.169660496293936
32.27105030726807
33.47896967028621
32.460480605385214
37.897651369552975
33.03470356232956
38.25774619908623
30.972187753025896
38.08649876824104
30.367491616147582
40.428819496103216
31.995751750928687
30.19458536360686
37.65076244080028
35.0651204805847
42.87612926777913
27.87946006452008
32.65227452561901
49.279999143478385
35.775454065822636
38.458462242705686
30.61918307356486
36.02268312544104
27.937503634229248
29.006052698208983
41.57783991970039
27.62065819491144
40.718376397006985
32.36979251281193
41.2660709223185
37.69446598535934
25.053148347143583
31.837286184471612
39.30407586950288
32.605670194097286
50.92936211563032
38.30805880740236
33.24556707574756
28.616223231366003
31.908741351928533
32.22102202834424
39.26821037748545
41.22566445716059
34.87766708686078
34.47230105804069
39.36692435111004
32.703466755333764
34.406835849236586
