"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Aruba","ABW","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.594806944210292","0.626331315535166","0.627721796472931","","0.661804215970372","","","0.587086244761466","","","","","","","","","","","","",
"Afghanistan","AFG","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.151699396420268","","","","","","","","","","","","","","","",
"Angola","AGO","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0322900004684925","","","","","","",
"Albania","ALB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.087569996714592","0.154119998216629","","","","","","","","","","","","","","",
"Andorra","AND","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.559300818899775","","","","","","","","","0.722341700017738","0.726725662617858","",
"United Arab Emirates","ARE","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.486220002174377","","","0.675230026245117","0.865700006484985","0.931800007820129","","1.26389002799988","1.31064999103546","1.48830997943878","1.49524998664856","",
"Argentina","ARG","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.417490005493164","0.419589996337891","0.411309987306595","0.453370004892349","0.438840001821518","0.424609988927841","0.388859987258911","0.410129994153976","0.403759986162186","0.420740008354187","0.452160000801086","0.460070013999939","0.470550000667572","0.583980023860931","0.561039984226227","0.565970003604889","0.634909987449646","0.618489980697632","0.593959987163544","0.622619986534119","0.558149993419647","0.556309998035431","0.494349986314774","0.478130012750626","0.525219976902008","","",
"Armenia","ARM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.186920002102852","0.226009994745255","0.214000001549721","0.1910600066185","0.279870003461838","0.252550005912781","0.321090012788773","0.256590008735657","0.257609993219376","0.240569993853569","0.211070001125336","0.224380001425743","0.29093000292778","0.241390004754066","0.270139992237091","0.238529995083809","0.222159996628761","0.241510003805161","0.250019997358322","0.233050003647804","0.227880001068115","0.188759997487068","0.178540006279945","0.209199994802475","0.205829992890358","",
"American Samoa","ASM","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.187869995832443","0.325280010700226","0.366919994354248","0.395520001649857","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.66231000423431","","1.5135600566864","","1.5731999874115","","1.74749004840851","","1.84902000427246","","2.18010997772217","","2.39995002746582","","2.37074995040894","2.23483991622925","","2.17843008041382","","1.92070996761322","","1.87977004051208","","1.82892000675201","","","",
"Austria","AUT","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.58077001571655","1.65490996837616","1.73154997825623","1.845370054245","1.88601994514465","1.99210000038147","2.06597995758057","2.17456007003784","2.16612005233765","2.37323999404907","2.35923004150391","2.41843008995056","2.56944990158081","2.59674000740051","2.72609996795654","2.66867995262146","2.91472005844116","2.95492005348206","3.08429002761841","3.04969000816345","3.11654996871948","3.05656003952026","3.09178996086121","3.13246989250183","3.18681001663208","","",
"Azerbaijan","AZE","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.235330000519753","0.369500011205673","0.421249985694885","0.392890006303787","0.335999995470047","0.340009987354279","0.301550000905991","0.324959993362427","0.29831001162529","0.219940006732941","0.171650007367134","0.170059993863106","0.165539994835854","0.249760001897812","0.218480005860329","0.210840001702309","0.214269995689392","0.209690004587173","0.209779992699623","0.222320005297661","0.206369996070862","0.184679999947548","0.184159994125366","0.200130000710487","0.223900005221367","0.209140002727509","",
"Burundi","BDI","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.200680002570152","0.154170006513596","0.140959993004799","0.137189999222755","","0.107019998133183","","","","","","0.213119998574257","","","","",
"Belgium","BEL","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.74299001693726","1.80971002578735","1.838250041008","1.90565001964569","1.93619000911713","2.03278994560242","1.90324997901917","1.8411899805069","1.82050001621246","1.79060995578766","1.8226900100708","1.84999001026154","1.93684005737305","1.99860000610352","2.06188011169434","2.17332005500793","2.28114008903503","2.33072996139526","2.37001991271973","2.42816996574402","2.52338004112244","2.66666007041931","2.86017990112305","3.15681004524231","3.4550199508667","","",
"Benin","BEN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Burkina Faso","BFA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.158340007066727","0.18104000389576","","","","0.168160006403923","0.301109999418259","0.241119995713234","0.215139999985695","0.151659995317459","","0.098360002040863","0.165680006146431","0.177870005369186","","","","","0.197190001606941","","","0.613610029220581","","0.172780007123947","0.248239994049072","0.250059992074966","",
"Bangladesh","BGD","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bulgaria","BGR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.418260008096695","0.465479999780655","0.482230007648468","0.536880016326904","0.495169997215271","0.447089999914169","0.464729994535446","0.472220003604889","0.470860004425049","0.442690014839172","0.44216001033783","0.430029988288879","0.447310000658035","0.493380010128021","0.563069999217987","0.529510021209717","0.600359976291656","0.634329974651337","0.790050029754639","0.949169993400574","0.769760012626648","0.739950001239777","0.753790020942688","0.832360029220581","0.849240005016327","","",
"Bahrain","BHR","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.101159997284412","","","","","","","","",
