Pontuação Infraestrutura
71.54694869229671
53.69294656815248
71.42735773503453
61.10155589553051
53.63253471605473
52.28289680897075
44.80338872670403
51.17243139838753
52.718940050963724
47.04855189083044
41.72204234539896
49.4818007097542
45.89588277926875
52.481761842206204
44.76122648824583
40.0999575569402
46.96690609181806
53.627881088126514
60.625883094046216
41.88956656433553
63.86880059387473
37.13383106869014
44.02239866550066
41.97674252544421
38.68683451624146
39.269988881120874
37.84878926184426
26.46411164059544
38.074098580554484
33.27640648387357
42.294985828230054
43.53482796922228
47.73042256567059
47.14324571382798
34.71660411251397
35.21468852843785
55.980295165853796
13.89510132165486
43.47100169749376
33.953485458877736
27.219182114203015
68.6843076819475
19.58176822508709
15.196019692304645
16.438802347438333
35.52656959420093
20.918148232896485
20.698638427664104
11.083899795840267
0.19722738316421323
